title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,sentiment,genres_list
Riding High,movie,"Action, Comedy, Drama",1981.0,tt0226381,5.5,119.0,Neutral,"['Action', 'Comedy', 'Drama']"
Don't Let Go,movie,"Drama, Horror, Mystery",2019.0,tt6803212,6.4,14634.0,Neutral,"['Drama', 'Horror', 'Mystery']"
DC League of Super-Pets,movie,"Action, Adventure, Animation",2022.0,tt8912936,7.0,78752.0,High,"['Action', 'Adventure', 'Animation']"
The Grizzlies,movie,"Biography, Drama, Sport",2018.0,tt6365796,7.5,2878.0,High,"['Biography', 'Drama', 'Sport']"
Kung paano hinihintay ang dapithapon,movie,Drama,2018.0,tt8661062,7.8,68.0,High,['Drama']
Pan de salawal,movie,Drama,2018.0,tt8497278,7.6,285.0,High,['Drama']
Ava,movie,"Action, Crime, Drama",2020.0,tt8784956,5.5,65829.0,Neutral,"['Action', 'Crime', 'Drama']"
Freaks,movie,"Drama, Mystery, Sci-Fi",2018.0,tt8781414,6.7,43083.0,Neutral,"['Drama', 'Mystery', 'Sci-Fi']"
City Hunter: Shinjuku Private Eyes,movie,"Action, Animation, Comedy",2019.0,tt8161914,6.4,879.0,Neutral,"['Action', 'Animation', 'Comedy']"
#Female Pleasure,movie,Documentary,2018.0,tt8372826,7.5,695.0,High,['Documentary']
The Five,movie,"Adventure, Fantasy",2013.0,,5.8,0.0,Neutral,"['Adventure', 'Fantasy']"
Laila Majnu,movie,"Drama, Romance",2018.0,tt8011276,7.7,8272.0,High,"['Drama', 'Romance']"
On the Run,movie,"Crime, Drama, Thriller",2018.0,tt8612792,4.5,191.0,Low,"['Crime', 'Drama', 'Thriller']"
App War,movie,"Comedy, Drama, Romance",2018.0,tt8733014,6.8,704.0,Neutral,"['Comedy', 'Drama', 'Romance']"
Vlad the Impaler,movie,"Action, History, War",2018.0,tt8748608,5.0,3680.0,Low,"['Action', 'History', 'War']"
The Last Runway,movie,"Action, Crime, Drama",2018.0,tt7606620,5.8,854.0,Neutral,"['Action', 'Crime', 'Drama']"
Hustlers,movie,"Comedy, Crime, Drama",2019.0,tt5503686,6.3,110454.0,Neutral,"['Comedy', 'Crime', 'Drama']"
Aura,movie,Horror,2018.0,tt7631320,3.4,802.0,Low,['Horror']
The Good Nurse,movie,"Biography, Crime, Drama",2022.0,tt4273800,6.8,85453.0,Neutral,"['Biography', 'Crime', 'Drama']"
Easy Lessons,movie,Documentary,2018.0,tt8780634,7.0,255.0,High,['Documentary']
Kajillionaire,movie,"Comedy, Crime, Drama",2020.0,tt8143990,6.4,23019.0,Neutral,"['Comedy', 'Crime', 'Drama']"
Cities of Last Things,movie,"Crime, Drama, Sci-Fi",2018.0,tt4397342,6.3,2246.0,Neutral,"['Crime', 'Drama', 'Sci-Fi']"
Signal Rock,movie,Drama,2018.0,tt8856040,5.8,96.0,Neutral,['Drama']
Unli Life,movie,Comedy,2018.0,tt8856222,5.9,65.0,Neutral,['Comedy']
Measure for Measure,movie,Drama,2019.0,tt8846706,5.6,392.0,Neutral,['Drama']
The Man Who Feels No Pain,movie,"Action, Comedy, Drama",2018.0,tt8055888,7.3,9442.0,High,"['Action', 'Comedy', 'Drama']"
Passing,movie,"Drama, Mystery, Thriller",2021.0,tt8893974,6.6,17115.0,Neutral,"['Drama', 'Mystery', 'Thriller']"
O Candidato Honesto 2,movie,Comedy,2018.0,tt8837044,5.3,495.0,Low,['Comedy']
70X7: Sewentig Maal Sewe,movie,Drama,2015.0,tt5573572,7.0,15.0,High,['Drama']
The Stone Speakers,movie,Documentary,2018.0,tt8848706,6.5,49.0,Neutral,['Documentary']
One Piece - Episode of East Blue: Luffy and His Four Friends' Great Adventure,movie,"Action, Adventure, Animation",2017.0,tt11757066,7.2,577.0,High,"['Action', 'Adventure', 'Animation']"
My Name is Gulpilil,movie,"Biography, Documentary",2021.0,tt8479910,7.0,296.0,High,"['Biography', 'Documentary']"
Cowboy's Heart,movie,"Drama, Music",2018.0,tt6544940,6.2,653.0,Neutral,"['Drama', 'Music']"
Our Departures,movie,"Drama, Family",2018.0,tt7707988,7.0,269.0,High,"['Drama', 'Family']"
A House of Happiness,movie,Comedy,2018.0,tt8088086,7.3,55.0,High,['Comedy']
Sons of Adam,movie,"Crime, Drama, Mystery",2018.0,tt8884336,5.3,713.0,Low,"['Crime', 'Drama', 'Mystery']"
Laces,movie,Drama,2018.0,tt8524318,7.4,219.0,High,['Drama']
Gretel & Hansel,movie,"Fantasy, Horror, Mystery",2020.0,tt9086228,5.5,36763.0,Neutral,"['Fantasy', 'Horror', 'Mystery']"
The (Silent) War,movie,"Action, Drama",2019.0,tt7336684,5.5,808.0,Neutral,"['Action', 'Drama']"
Yoo Byungjae: Discomfort Zone,movie,Comedy,2018.0,tt8948740,4.8,37.0,Low,['Comedy']
Bert Kreischer: Secret Time,movie,Comedy,2018.0,tt8786466,7.3,2843.0,High,['Comedy']
Last Letter,movie,Romance,2020.0,tt8809750,6.9,1383.0,Neutral,['Romance']
The Negotiation,movie,"Action, Crime, Thriller",2018.0,tt6904272,6.7,4287.0,Neutral,"['Action', 'Crime', 'Thriller']"
Twin Murders: The Silence of the White City,movie,"Crime, Drama, Mystery",2019.0,tt8393332,5.4,6494.0,Low,"['Crime', 'Drama', 'Mystery']"
The Endless Trench,movie,"Drama, History",2019.0,tt7937168,7.2,7556.0,High,"['Drama', 'History']"
A Remarkable Tale,movie,Comedy,2019.0,tt8296660,5.4,1478.0,Low,['Comedy']
Global Family,movie,Documentary,2018.0,tt7012142,7.3,28.0,High,['Documentary']
The Biggest Little Farm,movie,"Documentary, Family",2018.0,tt8969332,8.0,9390.0,High,"['Documentary', 'Family']"
Evolution 4K,movie,Documentary,2018.0,tt8267112,5.6,108.0,Neutral,['Documentary']
The Perfect Date,movie,"Comedy, Romance",2019.0,tt8201170,5.8,44782.0,Neutral,"['Comedy', 'Romance']"
Bulbul Can Sing,movie,Drama,2018.0,tt8659050,6.9,481.0,Neutral,['Drama']
They Shall Not Grow Old,movie,"Documentary, History, War",2018.0,tt7905466,8.2,39633.0,High,"['Documentary', 'History', 'War']"
Weapon of Choice,movie,Documentary,2018.0,tt7683350,5.0,184.0,Low,['Documentary']
The Hows of Us,movie,"Comedy, Drama, Romance",2018.0,tt8769032,6.8,3072.0,Neutral,"['Comedy', 'Drama', 'Romance']"
High Society,movie,"Crime, Drama, Romance",2018.0,tt8865580,5.6,1409.0,Neutral,"['Crime', 'Drama', 'Romance']"
Lionheart,movie,Comedy,2018.0,tt7707314,5.7,1575.0,Neutral,['Comedy']
Belmonte,movie,"Comedy, Drama",2018.0,tt8846072,6.1,424.0,Neutral,"['Comedy', 'Drama']"
Peppa Pig: Festival of Fun,movie,"Animation, Family",2019.0,tt10112466,4.4,164.0,Low,"['Animation', 'Family']"
Coconut the Little Dragon 2: Into the Jungle,movie,"Adventure, Animation, Comedy",2019.0,tt9310460,4.7,171.0,Low,"['Adventure', 'Animation', 'Comedy']"
Looking for Love,movie,Comedy,2018.0,tt8094072,6.1,49.0,Neutral,['Comedy']
Feng Shui,movie,"Drama, History",2018.0,tt7046524,6.1,393.0,Neutral,"['Drama', 'History']"
D.L. Hughley: Contrarian,movie,Comedy,2018.0,tt8426270,6.6,653.0,Neutral,['Comedy']
Just a Gigolo,movie,Comedy,2019.0,tt8163224,5.6,1388.0,Neutral,['Comedy']
Socrates,movie,Drama,2018.0,tt8026554,7.1,1309.0,High,['Drama']
Tigertail,movie,Drama,2020.0,tt8902948,6.6,3934.0,Neutral,['Drama']
The Clovehitch Killer,movie,"Crime, Drama, Horror",2018.0,tt6269368,6.5,38111.0,Neutral,"['Crime', 'Drama', 'Horror']"
Hantu Kak Limah,movie,"Comedy, Fantasy, Horror",2018.0,tt8757960,5.6,754.0,Neutral,"['Comedy', 'Fantasy', 'Horror']"
Munafik 2,movie,"Horror, Mystery, Thriller",2018.0,tt7059506,5.6,1931.0,Neutral,"['Horror', 'Mystery', 'Thriller']"
Dark Figure of Crime,movie,Thriller,2018.0,tt8119680,6.7,2646.0,Neutral,['Thriller']
Metti una notte,movie,Comedy,2017.0,tt7555550,4.9,173.0,Low,['Comedy']
Les déguns,movie,Comedy,2018.0,tt8886032,2.4,183.0,Low,['Comedy']
"Ano ko no, Toriko",movie,Comedy,2018.0,tt7134522,5.4,347.0,Low,['Comedy']
Miss Baek,movie,"Crime, Drama, Thriller",2018.0,tt6479534,6.8,1365.0,Neutral,"['Crime', 'Drama', 'Thriller']"
Notes for a Heist Film,movie,Documentary,2018.0,tt5479590,6.6,366.0,Neutral,['Documentary']
Baboya,movie,Documentary,2011.0,,7.0,0.0,High,['Documentary']
Doris,movie,"Comedy, Drama, Romance",2018.0,tt7469204,6.1,742.0,Neutral,"['Comedy', 'Drama', 'Romance']"
99 Songs,movie,"Musical, Romance",2019.0,tt7559180,6.5,2389.0,Neutral,"['Musical', 'Romance']"
The Butler,movie,"Drama, History, Romance",2018.0,tt6712374,6.3,1011.0,Neutral,"['Drama', 'History', 'Romance']"
The Nest,movie,"Drama, Romance, Thriller",2020.0,tt8338762,6.3,19978.0,Neutral,"['Drama', 'Romance', 'Thriller']"
Bundy and the Green River Killer,movie,"Crime, Drama, Thriller",2019.0,tt8549254,3.4,1375.0,Low,"['Crime', 'Drama', 'Thriller']"
Po cem muzi touzí,movie,"Comedy, Fantasy, Romance",2018.0,tt8085890,6.0,519.0,Neutral,"['Comedy', 'Fantasy', 'Romance']"
Back to Q82,movie,"Action, Adventure, Comedy",2017.0,tt6225842,4.3,144.0,Low,"['Action', 'Adventure', 'Comedy']"
Evelyn,movie,Documentary,2018.0,tt8793990,7.2,907.0,High,['Documentary']
Extraction,movie,"Action, Crime, Thriller",2020.0,tt8936646,6.8,277435.0,Neutral,"['Action', 'Crime', 'Thriller']"
Everything Everywhere All at Once,movie,"Action, Adventure, Comedy",2022.0,tt6710474,7.8,578372.0,High,"['Action', 'Adventure', 'Comedy']"
Reversing Roe,movie,Documentary,2018.0,tt8948614,7.5,1848.0,High,['Documentary']
One Piece: Episode of Skypiea,movie,"Action, Adventure, Animation",2018.0,tt11744496,6.7,658.0,Neutral,"['Action', 'Adventure', 'Animation']"
Face Off 3: Imperfect Trio,movie,"Action, Comedy",2018.0,tt8255690,6.1,96.0,Neutral,"['Action', 'Comedy']"
Single Street,movie,"Comedy, Drama, Romance",2019.0,tt9638668,6.1,1284.0,Neutral,"['Comedy', 'Drama', 'Romance']"
Baantjer het begin,movie,"Action, Crime, Drama",2019.0,tt8747308,6.7,1658.0,Neutral,"['Action', 'Crime', 'Drama']"
Belok Kanan Barcelona,movie,"Adventure, Comedy, Drama",2018.0,tt8856944,6.3,195.0,Neutral,"['Adventure', 'Comedy', 'Drama']"
The Secret of Happiness,movie,"Comedy, Drama",2018.0,tt7205778,7.6,1225.0,High,"['Comedy', 'Drama']"
The Rookies,movie,"Action, Adventure, Comedy",2019.0,tt7773340,4.0,1213.0,Low,"['Action', 'Adventure', 'Comedy']"
Run,movie,"Drama, Horror, Mystery",2020.0,tt8633478,6.7,104944.0,Neutral,"['Drama', 'Horror', 'Mystery']"
Paskal,movie,"Action, Adventure, Drama",2018.0,tt9063106,6.5,3356.0,Neutral,"['Action', 'Adventure', 'Drama']"
23:59: The Haunting Hour,movie,Horror,2018.0,tt8657692,4.4,107.0,Low,['Horror']
Gara-Gara Bola,movie,"Comedy, Sport",2008.0,tt1308944,5.1,58.0,Low,"['Comedy', 'Sport']"
Cold November,movie,Drama,2018.0,tt7637874,6.9,379.0,Neutral,['Drama']
A Decent Man,movie,Drama,2018.0,tt7437492,5.4,219.0,Low,['Drama']
Knives Out,movie,"Comedy, Crime, Drama",2019.0,tt8946378,7.9,814957.0,High,"['Comedy', 'Crime', 'Drama']"
In Search of Greatness,movie,"Documentary, Sport",2018.0,tt8236398,6.9,581.0,Neutral,"['Documentary', 'Sport']"
Nailed,movie,"Comedy, Crime, Drama",2019.0,tt11448684,5.7,195.0,Neutral,"['Comedy', 'Crime', 'Drama']"
100 Things,movie,"Comedy, Drama",2018.0,tt8129794,6.3,7316.0,Neutral,"['Comedy', 'Drama']"
Non è vero ma ci credo,movie,Comedy,2018.0,tt8393918,4.4,298.0,Low,['Comedy']
De inspirator,movie,"Comedy, Drama",2018.0,tt8615746,5.2,36.0,Low,"['Comedy', 'Drama']"
We Summon the Darkness,movie,"Drama, Horror, Music",2019.0,tt8058874,5.2,12744.0,Low,"['Drama', 'Horror', 'Music']"
Snow Flower,movie,"Drama, Romance",2019.0,tt8866450,6.1,259.0,Neutral,"['Drama', 'Romance']"
Maggie,movie,"Comedy, Drama, Mystery",2018.0,tt9000062,6.1,622.0,Neutral,"['Comedy', 'Drama', 'Mystery']"
The Old Guard,movie,"Action, Thriller",2020.0,tt7556122,6.7,191755.0,Neutral,"['Action', 'Thriller']"
The Shamer's Daughter 2: The Serpent Gift,movie,"Adventure, Drama, Fantasy",2019.0,tt6814214,5.5,1082.0,Neutral,"['Adventure', 'Drama', 'Fantasy']"
"2,215",movie,Documentary,2018.0,tt8891536,7.6,320.0,High,['Documentary']
While Aya Was Sleeping,movie,Drama,2016.0,tt5645592,6.6,104.0,Neutral,['Drama']
Play,movie,"Comedy, Romance",2019.0,tt7998848,7.2,1795.0,High,"['Comedy', 'Romance']"
Clergy,movie,Drama,2018.0,tt8738964,7.3,6809.0,High,['Drama']
Sweetheart,movie,"Comedy, Drama, Romance",2019.0,tt7682382,6.1,1024.0,Neutral,"['Comedy', 'Drama', 'Romance']"
Juliusz,movie,"Comedy, Romance",2018.0,tt8657824,6.0,822.0,Neutral,"['Comedy', 'Romance']"
Dear Nathan: Hello Salma,movie,"Drama, Romance",2018.0,tt9121650,6.9,416.0,Neutral,"['Drama', 'Romance']"
Stamping Ground,movie,"Documentary, Music",1971.0,tt0245240,6.4,236.0,Neutral,"['Documentary', 'Music']"
Level 16,movie,"Drama, Mystery, Thriller",2018.0,tt4006302,6.1,17768.0,Neutral,"['Drama', 'Mystery', 'Thriller']"
Intimate Strangers,movie,"Comedy, Drama, Thriller",2018.0,tt8986842,6.9,2063.0,Neutral,"['Comedy', 'Drama', 'Thriller']"
Color Out of Space,movie,"Horror, Mystery, Sci-Fi",2019.0,tt5073642,6.1,60989.0,Neutral,"['Horror', 'Mystery', 'Sci-Fi']"
I Am Jonas,movie,"Drama, Mystery, Romance",2018.0,tt8168186,7.0,7221.0,High,"['Drama', 'Mystery', 'Romance']"
The Scoundrels,movie,Action,2018.0,tt9081774,6.5,410.0,Neutral,['Action']
River Runs Red,movie,"Drama, Thriller",2018.0,tt5843780,4.4,3752.0,Low,"['Drama', 'Thriller']"
Percy Vs Goliath,movie,"Biography, Drama",2020.0,tt8976696,6.4,3351.0,Neutral,"['Biography', 'Drama']"
7 uczuc,movie,"Comedy, Drama",2018.0,tt7343732,6.4,1672.0,Neutral,"['Comedy', 'Drama']"
Outsider,movie,Drama,2018.0,tt8739208,5.5,162.0,Neutral,['Drama']
A Cat with a Dog,movie,"Comedy, Drama",2018.0,tt8308174,6.5,535.0,Neutral,"['Comedy', 'Drama']"
Hell Girl,movie,"Fantasy, Horror",2019.0,tt8991564,5.0,258.0,Low,"['Fantasy', 'Horror']"
The Hopeful Romantic,movie,"Comedy, Romance",2018.0,tt9006040,6.7,101.0,Neutral,"['Comedy', 'Romance']"
O Homem Perfeito,movie,"Comedy, Romance",2018.0,tt6852272,6.1,221.0,Neutral,"['Comedy', 'Romance']"
Playing Hard,movie,Drama,2018.0,tt7419468,6.5,1236.0,Neutral,['Drama']
Last Christmas,movie,"Comedy, Drama, Fantasy",2019.0,tt8623904,6.5,97704.0,Neutral,"['Comedy', 'Drama', 'Fantasy']"
Synchronic,movie,"Drama, Horror, Mystery",2019.0,tt9016974,6.2,43787.0,Neutral,"['Drama', 'Horror', 'Mystery']"
Homestay,movie,"Drama, Fantasy, Thriller",2018.0,tt9021140,7.1,1669.0,High,"['Drama', 'Fantasy', 'Thriller']"
Rafinha Bastos: Ultimato,movie,Comedy,2018.0,tt9038520,6.4,254.0,Neutral,['Comedy']
"Edmilson Filho: Notas, uma Comédia de Relacionamentos",movie,Comedy,2018.0,tt9234638,5.1,23.0,Low,['Comedy']
Fatale,movie,"Drama, Mystery, Romance",2020.0,tt8829830,5.5,15299.0,Neutral,"['Drama', 'Mystery', 'Romance']"
The Villagers,movie,"Action, Crime, Mystery",2018.0,tt9174334,6.1,1925.0,Neutral,"['Action', 'Crime', 'Mystery']"
Two Catalonias,movie,"Documentary, History, News",2018.0,tt8893608,6.4,816.0,Neutral,"['Documentary', 'History', 'News']"
Travel Mates 2,movie,Comedy,2018.0,tt8748256,5.8,4129.0,Neutral,['Comedy']
Tokyo Ghoul: 'S',movie,"Action, Drama, Fantasy",2019.0,tt9179260,5.4,668.0,Low,"['Action', 'Drama', 'Fantasy']"
Love Will Take Over,movie,"Comedy, Drama, Music",2018.0,tt7820846,3.4,2607.0,Low,"['Comedy', 'Drama', 'Music']"
Waiting for Barcelona,movie,Documentary,2018.0,tt8126068,7.1,93.0,High,['Documentary']
Christmas Wonderland,movie,"Comedy, Drama, Romance",2018.0,tt9028856,5.9,3631.0,Neutral,"['Comedy', 'Drama', 'Romance']"
Christmas Made to Order,movie,Romance,2018.0,tt9028880,5.7,5256.0,Neutral,['Romance']
The Pool,movie,"Action, Drama, Horror",2018.0,tt9128686,5.3,3729.0,Low,"['Action', 'Drama', 'Horror']"
Wish Dragon,movie,"Adventure, Animation, Comedy",2021.0,tt5562070,7.2,36025.0,High,"['Adventure', 'Animation', 'Comedy']"
Strangeways Here We Come,movie,"Comedy, Crime",2018.0,tt4299774,5.3,577.0,Low,"['Comedy', 'Crime']"
The Secret: Dare to Dream,movie,"Drama, Romance",2020.0,tt4411584,6.5,18878.0,Neutral,"['Drama', 'Romance']"
Joe Rogan: Strange Times,movie,Comedy,2018.0,tt9017614,7.2,5069.0,High,['Comedy']
Att döda ett barn,movie,"Drama, Short",1953.0,tt0382550,7.3,828.0,High,"['Drama', 'Short']"
Mo Amer: The Vagabond,movie,"Comedy, Documentary",2018.0,tt9060526,7.3,1195.0,High,"['Comedy', 'Documentary']"
"Ron White: If You Quit Listening, I'll Shut Up",movie,Comedy,2018.0,tt9060534,6.6,964.0,Neutral,['Comedy']
Vallfarten till Kevlaar,movie,Drama,1921.0,tt0012794,5.7,81.0,Neutral,['Drama']
Midnattssolens son,movie,Drama,1939.0,tt0031646,5.0,99.0,Low,['Drama']
Turminha Paraíso,movie,"Music, Animation",2017.0,,,0.0,Neutral,"['Music', 'Animation']"
The Wall,movie,Drama,2018.0,tt11062030,7.3,13.0,High,['Drama']
Sodium Day,movie,"Comedy, Drama",2018.0,tt19269022,6.6,98.0,Neutral,"['Comedy', 'Drama']"
Notes from Dunblane: Lesson from a School Shooting,movie,"Documentary, History, Short",2018.0,tt7476418,6.1,420.0,Neutral,"['Documentary', 'History', 'Short']"
27 Steps of May,movie,Drama,2018.0,tt9695156,7.9,623.0,High,['Drama']
Ave Maryam,movie,"Drama, Romance",2018.0,tt9307666,6.8,579.0,Neutral,"['Drama', 'Romance']"
DTC -Yukemuri Junjou Hen- from HiGH & LOW,movie,"Comedy, Drama",2018.0,tt9765900,7.1,102.0,High,"['Comedy', 'Drama']"
Black Widow,movie,"Crime, Drama, Thriller",2019.0,tt9272572,6.1,2052.0,Neutral,"['Crime', 'Drama', 'Thriller']"
Medieval,movie,"Action, Drama, History",2022.0,tt8883486,5.9,13806.0,Neutral,"['Action', 'Drama', 'History']"
Suzzanna: Buried Alive,movie,"Drama, Fantasy, Horror",2018.0,tt9044128,5.5,1195.0,Neutral,"['Drama', 'Fantasy', 'Horror']"
The Two Popes,movie,"Biography, Comedy, Drama",2019.0,tt8404614,7.6,138057.0,High,"['Biography', 'Comedy', 'Drama']"
Mencari Rahmat,movie,"Comedy, Drama",2017.0,tt7458650,6.8,95.0,Neutral,"['Comedy', 'Drama']"
The Yukon Assignment,movie,"Adventure, Documentary",2018.0,tt6096166,6.6,470.0,Neutral,"['Adventure', 'Documentary']"
The Exocet,movie,Drama,2020.0,tt10640174,5.8,339.0,Neutral,['Drama']
Anything for a Pop Star,movie,"Comedy, Music",2018.0,tt8696442,4.7,374.0,Low,"['Comedy', 'Music']"
Hugtto! Precure Futari wa Precure All Stars Memories,movie,"Action, Adventure, Animation",2018.0,tt9230958,7.6,38.0,High,"['Action', 'Adventure', 'Animation']"
Asih,movie,"Horror, Mystery, Thriller",2018.0,tt8960204,5.2,501.0,Low,"['Horror', 'Mystery', 'Thriller']"
Happy Together,movie,"Comedy, Drama",2018.0,tt9282472,5.4,24.0,Low,"['Comedy', 'Drama']"
Freaky,movie,"Comedy, Horror, Thriller",2020.0,tt10919380,6.3,77520.0,Neutral,"['Comedy', 'Horror', 'Thriller']"
Praise This,movie,"Musical, Romance",2023.0,tt9658388,5.7,1284.0,Neutral,"['Musical', 'Romance']"
Black Christmas,movie,"Horror, Mystery, Thriller",2019.0,tt10481868,3.5,20756.0,Low,"['Horror', 'Mystery', 'Thriller']"
For the Broken Hearted,movie,Drama,2018.0,tt9074344,6.1,130.0,Neutral,['Drama']
Mighty Pups,movie,"Adventure, Animation, Comedy",2018.0,tt6889128,5.0,191.0,Low,"['Adventure', 'Animation', 'Comedy']"
Baikonur. Earth,movie,Documentary,2018.0,tt8595774,6.5,1365.0,Neutral,['Documentary']
Dark Waters,movie,"Biography, Drama, History",2019.0,tt9071322,7.6,115291.0,High,"['Biography', 'Drama', 'History']"
El Potro: Unstoppable,movie,"Biography, Drama, Music",2018.0,tt9062342,5.2,823.0,Low,"['Biography', 'Drama', 'Music']"
Micin Generation,movie,"Comedy, Drama",2018.0,tt9121144,5.7,158.0,Neutral,"['Comedy', 'Drama']"
Kesempatan Kedu(d)a,movie,"Comedy, Drama",2018.0,tt9060948,7.2,29.0,High,"['Comedy', 'Drama']"
Salam - The First ****** Nobel Laureate,movie,Documentary,2018.0,tt7904606,7.8,451.0,High,['Documentary']
Crazy Wedding,movie,Comedy,2018.0,tt8956464,6.1,914.0,Neutral,['Comedy']
Prince of Legend,movie,Action,2019.0,tt9081432,5.7,54.0,Neutral,['Action']
The Best of the Wiggles,movie,"Music, Family",2018.0,,,0.0,Neutral,"['Music', 'Family']"
Wotakoi: Love Is Hard for Otaku,movie,"Comedy, Musical, Romance",2020.0,tt9018612,5.2,636.0,Low,"['Comedy', 'Musical', 'Romance']"
The Mother,movie,"Action, Thriller",2023.0,tt6968614,5.6,50843.0,Neutral,"['Action', 'Thriller']"
The Rope Curse,movie,Horror,2018.0,tt9174800,5.2,488.0,Low,['Horror']
Planeta Singli 2,movie,"Comedy, Romance",2018.0,tt8115282,5.6,1140.0,Neutral,"['Comedy', 'Romance']"
Super Monsters Save Halloween,movie,"Adventure, Animation, Comedy",2018.0,tt9085726,5.5,74.0,Neutral,"['Adventure', 'Animation', 'Comedy']"
Nyitva,movie,"Comedy, Drama, Romance",2018.0,tt7571992,6.3,1741.0,Neutral,"['Comedy', 'Drama', 'Romance']"
100% Coco New York,movie,Comedy,2019.0,tt8419052,5.4,161.0,Low,['Comedy']
Wild and Free,movie,"Drama, Family",2018.0,tt9105508,5.7,319.0,Neutral,"['Drama', 'Family']"
Dubai My Love,movie,"Drama, Romance",2017.0,tt7920146,6.2,9.0,Neutral,"['Drama', 'Romance']"
Go! Anpanman: Go! The Exciting Anpanman Grand Prix,movie,"Animation, Comedy, Fantasy",2010.0,,6.5,0.0,Neutral,"['Animation', 'Comedy', 'Fantasy']"
Great Barrier Reef,movie,Documentary,2018.0,tt8374102,7.4,45.0,High,['Documentary']
Game Over,movie,"Drama, Mystery, Thriller",2019.0,tt8914492,6.9,8631.0,Neutral,"['Drama', 'Mystery', 'Thriller']"
ReMastered: Who Shot the Sheriff?,movie,"Biography, Crime, Documentary",2018.0,tt9046548,6.9,1813.0,Neutral,"['Biography', 'Crime', 'Documentary']"
Queen Bees,movie,"Comedy, Drama, Romance",2021.0,tt8338076,6.4,4386.0,Neutral,"['Comedy', 'Drama', 'Romance']"
Honest Thief,movie,"Action, Crime, Drama",2020.0,tt1838556,6.0,60498.0,Neutral,"['Action', 'Crime', 'Drama']"
DJ Cinderella,movie,"Family, Music, Romance",2019.0,tt8716800,4.7,1437.0,Low,"['Family', 'Music', 'Romance']"
Mobile Suit Gundam: NT - Narrative,movie,"Action, Animation, Drama",2018.0,tt9497146,6.1,574.0,Neutral,"['Action', 'Animation', 'Drama']"
Ai Uta: Yakusoku no Nakuhito,movie,"Drama, Romance",2019.0,tt9019312,5.9,148.0,Neutral,"['Drama', 'Romance']"
